46|401|1|\N|2016-10-09|\N|\N|Times|12|Black
47|197|4|\N|2016-01-01|\N|\N|Times|12|Black
48|542|4|\N|2017-03-15|\N|\N|Times|12|Black
49|197|6|\N|2017-03-15|\N|\N|Times|12|Black
50|159|2|\N|2016-02-23|\N|\N|Times|12|Black
51|164|3|\N|2016-04-11|\N|\N|Times|12|Black
52|299|4|\N|2016-01-01|\N|\N|Times|12|Black
53|124|4|\N|2017-01-31|\N|\N|Times|12|Black
54|734|6|\N|2017-01-31|\N|\N|Times|12|Black
55|209|2|\N|2017-01-01|\N|\N|Times|12|Black
56|330|4|\N|2016-07-18|\N|\N|Times|12|Black
57|691|2|\N|2016-12-21|\N|\N|Times|12|Black
58|41|6|\N|2016-02-23|\N|\N|Times|12|Black
59|506|1|\N|2017-03-15|\N|\N|Times|12|Black
60|506|7|\N|2016-02-23|\N|\N|Times|12|Black
61|824|5|\N|2016-04-11|\N|\N|Times|12|Black
62|612|7|\N|2016-04-11|\N|\N|Times|12|Black
63|758|5|\N|2016-10-09|\N|\N|Times|12|Black
64|547|5|\N|2016-07-18|\N|\N|Times|12|Black
65|414|6|\N|2016-02-23|\N|\N|Times|12|Black
66|655|6|\N|2016-02-23|\N|\N|Times|12|Black
67|246|1|\N|2016-10-09|\N|\N|Times|12|Black
68|818|7|\N|2017-03-15|\N|\N|Times|12|Black
69|407|5|\N|2016-02-23|\N|\N|Times|12|Black
70|395|1|\N|2016-10-09|\N|\N|Times|12|Black
71|705|4|\N|2016-01-01|\N|\N|Times|12|Black
72|678|1|\N|2016-02-23|\N|\N|Times|12|Black
73|617|1|\N|2017-01-01|\N|\N|Times|12|Black
74|297|1|\N|2016-01-01|\N|\N|Times|12|Black
75|591|7|\N|2016-07-18|\N|\N|Times|12|Black
76|61|4|\N|2017-03-15|\N|\N|Times|12|Black
77|46|4|\N|2017-01-31|\N|\N|Times|12|Black
78|309|3|\N|2016-01-01|\N|\N|Times|12|Black
79|798|6|\N|2016-07-18|\N|\N|Times|12|Black
80|390|1|\N|2016-10-09|\N|\N|Times|12|Black
81|339|3|\N|2016-02-23|\N|\N|Times|12|Black
82|579|5|\N|2017-01-31|\N|\N|Times|12|Black
83|857|5|\N|2017-01-01|\N|\N|Times|12|Black
84|808|7|\N|2016-01-01|\N|\N|Times|12|Black
85|404|2|\N|2016-02-23|\N|\N|Times|12|Black
86|287|7|\N|2016-10-09|\N|\N|Times|12|Black
87|14|1|\N|2016-12-21|\N|\N|Times|12|Black
88|97|7|\N|2017-01-31|\N|\N|Times|12|Black
89|279|4|\N|2016-12-18|\N|\N|Times|12|Black
90|513|6|\N|2017-03-15|\N|\N|Times|12|Black
91|711|2|\N|2017-01-01|\N|\N|Times|12|Black
92|506|5|\N|2016-02-23|\N|\N|Times|12|Black
93|325|3|\N|2017-01-01|\N|\N|Times|12|Black
94|301|3|\N|2016-07-18|\N|\N|Times|12|Black
95|826|7|\N|2016-01-01|\N|\N|Times|12|Black
96|667|5|\N|2017-01-01|\N|\N|Times|12|Black
97|113|7|\N|2016-10-09|\N|\N|Times|12|Black
98|592|6|\N|2017-01-31|\N|\N|Times|12|Black
99|434|3|\N|2017-01-31|\N|\N|Times|12|Black
100|297|7|\N|2016-12-18|\N|\N|Times|12|Black
